epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,136.957,0.48024,0.41169,0.88973,0.75676,0.84121,0.86403,0.74024,0.62301,0.76377,0.97665,0.0004109,0.0004109,0.0004109
20,143.951,0.50913,0.40445,0.90452,0.77679,0.83194,0.87836,0.78928,0.49832,0.66901,0.94401,0.00040595,0.00040595,0.00040595
21,151.101,0.48768,0.4118,0.88502,0.7612,0.90115,0.89311,0.73989,0.7422,0.6823,1.04796,0.000401,0.000401,0.000401
22,158.321,0.47804,0.40788,0.88995,0.80379,0.81455,0.86162,0.77307,0.50935,0.77454,0.9407,0.00039605,0.00039605,0.00039605
23,165.549,0.48748,0.39387,0.88737,0.77641,0.85293,0.87964,0.79068,0.49477,0.65433,0.93488,0.0003911,0.0003911,0.0003911
24,172.734,0.44446,0.37892,0.87472,0.76994,0.83682,0.86933,0.80011,0.45081,0.75237,0.91914,0.00038615,0.00038615,0.00038615
25,179.813,0.44053,0.35947,0.87022,0.77931,0.89037,0.91533,0.81022,0.51439,0.56777,0.93662,0.0003812,0.0003812,0.0003812
26,186.87,0.43214,0.34216,0.87211,0.79441,0.86985,0.87563,0.7793,0.55432,0.65786,0.95847,0.00037625,0.00037625,0.00037625
27,193.957,0.42252,0.32219,0.85904,0.78831,0.85386,0.88839,0.76889,0.68017,0.61957,1.01817,0.0003713,0.0003713,0.0003713
28,200.889,0.42438,0.31896,0.85062,0.81892,0.82697,0.88316,0.73062,0.80162,0.6869,1.08769,0.00036635,0.00036635,0.00036635
29,207.883,0.43424,0.33492,0.86693,0.83772,0.80266,0.8867,0.78733,0.57556,0.58875,0.96697,0.0003614,0.0003614,0.0003614
30,215.161,0.45271,0.33234,0.87771,0.77077,0.84663,0.82749,0.71127,0.63612,0.7595,0.99042,0.00035645,0.00035645,0.00035645
31,222.271,0.4124,0.30563,0.85418,0.81048,0.80297,0.86131,0.78194,0.46576,0.59139,0.94041,0.0003515,0.0003515,0.0003515
32,229.333,0.40191,0.29498,0.85513,0.79796,0.85621,0.88007,0.80492,0.496,0.51151,0.93603,0.00034655,0.00034655,0.00034655
33,236.544,0.38759,0.27763,0.84017,0.82003,0.83025,0.87137,0.76235,0.59785,0.56478,0.97447,0.0003416,0.0003416,0.0003416
34,244.035,0.37047,0.29666,0.83356,0.79816,0.86598,0.89229,0.82618,0.44604,0.5063,0.91775,0.00033665,0.00033665,0.00033665
35,251.188,0.35914,0.28297,0.8405,0.86969,0.8895,0.9105,0.82044,0.50856,0.44188,0.94848,0.0003317,0.0003317,0.0003317
36,258.364,0.35484,0.26435,0.82237,0.75288,0.90387,0.89717,0.81833,0.4713,0.53654,0.91976,0.00032675,0.00032675,0.00032675
37,265.473,0.35067,0.26049,0.83322,0.83745,0.86988,0.89857,0.82812,0.43041,0.4996,0.91419,0.0003218,0.0003218,0.0003218
38,273.013,0.33363,0.24954,0.82147,0.83952,0.82568,0.89929,0.83812,0.42001,0.47421,0.90514,0.00031685,0.00031685,0.00031685
39,280.063,0.34912,0.25574,0.83893,0.83396,0.83953,0.89566,0.83781,0.41921,0.48736,0.91818,0.0003119,0.0003119,0.0003119
40,286.981,0.34038,0.24706,0.81476,0.82749,0.81226,0.85884,0.79312,0.42417,0.57016,0.9162,0.00030695,0.00030695,0.00030695
41,294.146,0.31476,0.22033,0.8178,0.80394,0.85255,0.87878,0.7931,0.49513,0.56394,0.94173,0.000302,0.000302,0.000302
42,301.08,0.31449,0.22646,0.80855,0.80659,0.85623,0.87956,0.738,0.73808,0.58477,1.03841,0.00029705,0.00029705,0.00029705
43,308.425,0.33112,0.23687,0.82442,0.77764,0.87599,0.87569,0.80312,0.47638,0.54991,0.93391,0.0002921,0.0002921,0.0002921
44,315.462,0.29832,0.22279,0.81044,0.80488,0.81188,0.87887,0.82333,0.42071,0.60309,0.9221,0.00028715,0.00028715,0.00028715
45,322.451,0.2904,0.22122,0.80598,0.84328,0.81355,0.88893,0.83729,0.41207,0.55207,0.91434,0.0002822,0.0002822,0.0002822
46,329.448,0.30321,0.22817,0.81016,0.84136,0.8422,0.88892,0.81769,0.46982,0.54774,0.94047,0.00027725,0.00027725,0.00027725
47,336.362,0.29786,0.2215,0.8184,0.84498,0.82781,0.87052,0.80289,0.42551,0.56475,0.91878,0.0002723,0.0002723,0.0002723
48,343.276,0.29169,0.2063,0.80228,0.79267,0.80624,0.85605,0.76544,0.52081,0.62573,0.94184,0.00026735,0.00026735,0.00026735
49,350.377,0.294,0.22265,0.8112,0.80138,0.79301,0.82717,0.77392,0.42716,0.63081,0.91454,0.0002624,0.0002624,0.0002624
50,357.206,0.29695,0.212,0.79774,0.80034,0.86207,0.87584,0.81131,0.42508,0.55942,0.91856,0.00025745,0.00025745,0.00025745
51,364.196,0.27154,0.1971,0.79838,0.82582,0.81635,0.87043,0.80019,0.43704,0.53663,0.9244,0.0002525,0.0002525,0.0002525
52,371.474,0.27322,0.19102,0.79967,0.83368,0.81997,0.88914,0.84007,0.37318,0.49962,0.89698,0.00024755,0.00024755,0.00024755
53,378.494,0.26156,0.19413,0.79522,0.83511,0.81959,0.894,0.83687,0.39454,0.47061,0.89765,0.0002426,0.0002426,0.0002426
54,385.478,0.24218,0.17818,0.78931,0.8027,0.83846,0.88836,0.84223,0.38164,0.5114,0.89696,0.00023765,0.00023765,0.00023765
55,392.788,0.24687,0.17606,0.79822,0.83784,0.84033,0.89182,0.83507,0.39766,0.52574,0.89762,0.0002327,0.0002327,0.0002327
56,399.996,0.24323,0.17883,0.78775,0.82785,0.84381,0.87845,0.83298,0.39826,0.55308,0.89828,0.00022775,0.00022775,0.00022775
57,407.097,0.2492,0.18294,0.80093,0.84732,0.82243,0.87314,0.80929,0.42557,0.59364,0.91138,0.0002228,0.0002228,0.0002228
58,414.214,0.27156,0.18621,0.80346,0.83581,0.822,0.86111,0.82749,0.3315,0.60345,0.88373,0.00021785,0.00021785,0.00021785
59,421.047,0.24486,0.17502,0.7974,0.84426,0.80947,0.86673,0.82892,0.34802,0.55879,0.88483,0.0002129,0.0002129,0.0002129
60,428.127,0.23377,0.16851,0.79207,0.84652,0.81524,0.86254,0.82263,0.35503,0.53778,0.88747,0.00020795,0.00020795,0.00020795
61,435.136,0.22034,0.1616,0.78824,0.83565,0.84581,0.86432,0.82069,0.37644,0.55742,0.89504,0.000203,0.000203,0.000203
62,442.064,0.21726,0.16267,0.79097,0.8451,0.83624,0.86612,0.81495,0.4072,0.54817,0.89471,0.00019805,0.00019805,0.00019805
63,449.397,0.2341,0.16974,0.78519,0.82774,0.85566,0.87603,0.82903,0.34881,0.50824,0.884,0.0001931,0.0001931,0.0001931
64,456.577,0.21479,0.16574,0.79389,0.82699,0.8373,0.8679,0.82782,0.38387,0.54316,0.89769,0.00018815,0.00018815,0.00018815
65,463.68,0.21294,0.15621,0.78948,0.83245,0.84886,0.87194,0.84175,0.34112,0.50311,0.8918,0.0001832,0.0001832,0.0001832
66,470.855,0.22441,0.15809,0.78338,0.83576,0.85628,0.87398,0.81412,0.42022,0.51653,0.91003,0.00017825,0.00017825,0.00017825
67,477.77,0.21893,0.15528,0.78905,0.84175,0.85045,0.86986,0.82787,0.36318,0.52644,0.89202,0.0001733,0.0001733,0.0001733
68,484.949,0.20549,0.16336,0.77617,0.83585,0.85131,0.86612,0.81023,0.3898,0.54136,0.89976,0.00016835,0.00016835,0.00016835
69,491.94,0.20071,0.15133,0.78144,0.83192,0.83802,0.86569,0.82452,0.33946,0.53873,0.88697,0.0001634,0.0001634,0.0001634
70,499.017,0.20396,0.15188,0.78583,0.82634,0.82122,0.86778,0.83242,0.33942,0.56533,0.88899,0.00015845,0.00015845,0.00015845
71,505.809,0.19594,0.1495,0.78098,0.833,0.82784,0.86638,0.80405,0.39173,0.57614,0.9066,0.0001535,0.0001535,0.0001535
72,512.855,0.19032,0.14315,0.7735,0.82597,0.84173,0.86846,0.8178,0.3777,0.55537,0.89882,0.00014855,0.00014855,0.00014855
73,519.903,0.19218,0.1441,0.78708,0.84751,0.84571,0.87229,0.80369,0.45457,0.55157,0.9208,0.0001436,0.0001436,0.0001436
74,526.944,0.18676,0.13926,0.78316,0.84207,0.85681,0.86764,0.83331,0.35127,0.55444,0.88677,0.00013865,0.00013865,0.00013865
