epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,264.727,0.40415,0.26328,0.83169,0.94711,0.93432,0.98042,0.91233,0.40176,0.33012,0.79419,0.0003119,0.0003119,0.0003119
40,271.305,0.38448,0.2488,0.82839,0.93718,0.95528,0.98875,0.91557,0.40187,0.29779,0.79033,0.00030695,0.00030695,0.00030695
41,278.118,0.36838,0.24493,0.83134,0.95555,0.94691,0.99292,0.91986,0.39341,0.29199,0.78644,0.000302,0.000302,0.000302
42,284.78,0.36888,0.25,0.8224,0.9075,0.93113,0.98935,0.93397,0.35288,0.45573,0.77793,0.00029705,0.00029705,0.00029705
43,291.531,0.35794,0.24822,0.82211,0.97785,0.95634,0.99292,0.90965,0.45259,0.27875,0.80587,0.0002921,0.0002921,0.0002921
44,298.171,0.36056,0.25126,0.82365,0.92696,0.95168,0.9825,0.91251,0.3996,0.37627,0.79051,0.00028715,0.00028715,0.00028715
45,304.813,0.35955,0.22731,0.8153,0.96342,0.96241,0.995,0.91172,0.43524,0.27584,0.79898,0.0002822,0.0002822,0.0002822
46,311.426,0.39958,0.23711,0.82233,0.96049,0.97806,0.995,0.89214,0.49427,0.28002,0.81337,0.00027725,0.00027725,0.00027725
47,318.018,0.3829,0.22228,0.81699,0.9577,0.95337,0.995,0.94851,0.3407,0.23904,0.77914,0.0002723,0.0002723,0.0002723
48,324.713,0.38102,0.22152,0.81536,0.95361,0.93396,0.98319,0.91035,0.41775,0.35469,0.79387,0.00026735,0.00026735,0.00026735
49,331.474,0.34169,0.21163,0.82018,0.94945,0.97134,0.995,0.89797,0.49723,0.27376,0.81059,0.0002624,0.0002624,0.0002624
50,338.266,0.33637,0.20963,0.8094,0.97007,0.9525,0.9825,0.91189,0.3838,0.25482,0.79134,0.00025745,0.00025745,0.00025745
51,344.917,0.33436,0.2107,0.80905,0.9859,0.95332,0.99143,0.8949,0.47692,0.25082,0.81013,0.0002525,0.0002525,0.0002525
52,351.545,0.33302,0.20235,0.81395,0.98188,0.96402,0.995,0.90367,0.45446,0.23453,0.80101,0.00024755,0.00024755,0.00024755
53,358.19,0.32969,0.19493,0.80976,0.98349,0.95687,0.995,0.94994,0.30915,0.20662,0.76702,0.0002426,0.0002426,0.0002426
54,364.945,0.33416,0.19726,0.80907,0.97033,0.94346,0.995,0.90717,0.47113,0.27081,0.80407,0.00023765,0.00023765,0.00023765
55,371.597,0.34684,0.19423,0.81512,0.96526,0.95061,0.995,0.93786,0.34628,0.23626,0.78526,0.0002327,0.0002327,0.0002327
56,378.232,0.33013,0.1886,0.80803,0.97154,0.95703,0.995,0.94779,0.34128,0.23602,0.77937,0.00022775,0.00022775,0.00022775
57,385.025,0.30112,0.18289,0.80701,0.97394,0.95981,0.99292,0.93599,0.37047,0.27458,0.78222,0.0002228,0.0002228,0.0002228
58,391.689,0.30081,0.18235,0.79915,0.97358,0.96086,0.98818,0.92152,0.40307,0.32632,0.79019,0.00021785,0.00021785,0.00021785
59,398.327,0.30324,0.18363,0.79403,0.96846,0.95986,0.98667,0.92362,0.35005,0.30729,0.78546,0.0002129,0.0002129,0.0002129
60,404.995,0.30563,0.18348,0.80893,0.96687,0.96503,0.98875,0.93431,0.34825,0.27237,0.78232,0.00020795,0.00020795,0.00020795
61,411.689,0.27599,0.17389,0.78738,0.9697,0.97057,0.99083,0.9392,0.33291,0.25386,0.77771,0.000203,0.000203,0.000203
62,418.486,0.27398,0.16935,0.79706,0.96358,0.9875,0.98726,0.9222,0.35187,0.26879,0.78837,0.00019805,0.00019805,0.00019805
63,425.081,0.26952,0.1695,0.79289,0.96518,0.98349,0.995,0.93913,0.34897,0.24415,0.77973,0.0001931,0.0001931,0.0001931
64,431.886,0.27348,0.17353,0.79052,0.97236,0.96711,0.98667,0.91078,0.40222,0.27551,0.79053,0.00018815,0.00018815,0.00018815
65,438.662,0.26062,0.16666,0.78684,0.97027,0.97798,0.995,0.94169,0.33636,0.20578,0.77686,0.0001832,0.0001832,0.0001832
66,445.491,0.28164,0.17351,0.79257,0.96333,0.94746,0.995,0.90622,0.45743,0.25255,0.80262,0.00017825,0.00017825,0.00017825
67,452.226,0.27103,0.16787,0.79662,0.92794,0.97272,0.995,0.95983,0.31297,0.2306,0.77045,0.0001733,0.0001733,0.0001733
68,458.854,0.25322,0.16153,0.79379,0.98415,0.95958,0.995,0.95123,0.3259,0.20214,0.77481,0.00016835,0.00016835,0.00016835
69,465.448,0.25157,0.16406,0.78436,0.95716,0.95317,0.995,0.95208,0.32787,0.26887,0.77563,0.0001634,0.0001634,0.0001634
70,472.188,0.2549,0.1629,0.79091,0.94306,0.98975,0.995,0.95661,0.31186,0.23139,0.77225,0.00015845,0.00015845,0.00015845
71,478.866,0.24772,0.1652,0.78809,0.94134,0.96412,0.99292,0.95237,0.31501,0.32096,0.77461,0.0001535,0.0001535,0.0001535
72,485.575,0.23428,0.15295,0.78426,0.95385,0.95684,0.995,0.95492,0.3106,0.28663,0.77542,0.00014855,0.00014855,0.00014855
73,492.331,0.23961,0.15124,0.79433,0.97644,0.94986,0.995,0.95255,0.33855,0.22898,0.78165,0.0001436,0.0001436,0.0001436
74,498.958,0.23921,0.15065,0.78077,0.94553,0.99344,0.995,0.94633,0.32968,0.19514,0.7812,0.00013865,0.00013865,0.00013865
75,505.592,0.21858,0.1457,0.777,0.95964,0.98426,0.995,0.95215,0.32812,0.20769,0.77904,0.0001337,0.0001337,0.0001337
76,512.296,0.22167,0.14542,0.78683,0.97158,0.99117,0.995,0.94702,0.33588,0.201,0.77991,0.00012875,0.00012875,0.00012875
77,519.148,0.22405,0.14357,0.78567,0.95973,0.9823,0.995,0.93958,0.35377,0.20844,0.7796,0.0001238,0.0001238,0.0001238
78,525.737,0.22201,0.14431,0.77731,0.95294,0.9886,0.995,0.95208,0.3158,0.19919,0.7741,0.00011885,0.00011885,0.00011885
79,532.355,0.20461,0.13776,0.77439,0.95297,1,0.995,0.96051,0.30573,0.20095,0.77207,0.0001139,0.0001139,0.0001139
80,538.947,0.21012,0.13567,0.77333,0.95706,0.98133,0.995,0.94328,0.34198,0.21975,0.77996,0.00010895,0.00010895,0.00010895
81,545.56,0.21358,0.13739,0.77018,0.95227,0.98786,0.995,0.94805,0.32113,0.22194,0.77552,0.000104,0.000104,0.000104
82,552.308,0.20545,0.13425,0.78275,0.96115,0.98751,0.995,0.95608,0.30922,0.22039,0.77019,9.905e-05,9.905e-05,9.905e-05
83,559.085,0.19771,0.13174,0.77739,0.95907,0.98361,0.995,0.96356,0.29276,0.22951,0.76905,9.41e-05,9.41e-05,9.41e-05
84,565.97,0.19883,0.13192,0.77419,0.96794,0.96419,0.995,0.95664,0.29892,0.21886,0.76852,8.915e-05,8.915e-05,8.915e-05
85,572.588,0.1981,0.13334,0.78539,0.96318,0.96857,0.995,0.95951,0.30342,0.23227,0.76809,8.42e-05,8.42e-05,8.42e-05
86,579.398,0.2003,0.13158,0.78755,0.95542,0.9686,0.99292,0.95805,0.28916,0.24663,0.76716,7.925e-05,7.925e-05,7.925e-05
87,585.942,0.18834,0.12886,0.78028,0.95115,0.9678,0.99083,0.95934,0.28207,0.25286,0.76379,7.43e-05,7.43e-05,7.43e-05
88,592.52,0.18822,0.12807,0.77776,0.97334,0.94406,0.98875,0.95075,0.2971,0.25318,0.76807,6.935e-05,6.935e-05,6.935e-05
89,599.268,0.18352,0.12441,0.78061,0.97065,0.9459,0.98458,0.94419,0.30126,0.25846,0.7689,6.44e-05,6.44e-05,6.44e-05
90,606.005,0.1772,0.12282,0.78777,0.96708,0.95086,0.98458,0.94716,0.30575,0.25661,0.77013,5.945e-05,5.945e-05,5.945e-05
91,639.761,0.17832,0.12383,0.77291,0.9654,0.95031,0.99292,0.95566,0.28619,0.24047,0.76728,5.45e-05,5.45e-05,5.45e-05
92,646.409,0.17452,0.12193,0.77266,0.9674,0.95056,0.99292,0.95587,0.27958,0.24275,0.7661,4.955e-05,4.955e-05,4.955e-05
93,653.133,0.16561,0.11802,0.76967,0.96851,0.95246,0.99292,0.95431,0.28707,0.23871,0.76727,4.46e-05,4.46e-05,4.46e-05
94,659.762,0.16349,0.11495,0.75956,0.97131,0.95971,0.995,0.95951,0.2863,0.22362,0.76633,3.965e-05,3.965e-05,3.965e-05
95,666.52,0.15821,0.11397,0.77776,0.97111,0.95961,0.995,0.9592,0.29131,0.21448,0.76777,3.47e-05,3.47e-05,3.47e-05
96,673.571,0.15501,0.11122,0.76084,0.96788,0.96298,0.995,0.95838,0.29459,0.21439,0.7694,2.975e-05,2.975e-05,2.975e-05
97,680.127,0.15419,0.11279,0.75717,0.96735,0.96946,0.995,0.95466,0.30453,0.2162,0.77026,2.48e-05,2.48e-05,2.48e-05
98,686.966,0.15674,0.11264,0.77775,0.96858,0.96969,0.995,0.9578,0.30049,0.2207,0.76968,1.985e-05,1.985e-05,1.985e-05
99,693.705,0.15173,0.10849,0.76794,0.96876,0.96814,0.995,0.95296,0.30045,0.22113,0.76974,1.49e-05,1.49e-05,1.49e-05
100,700.355,0.14961,0.10957,0.78187,0.96932,0.96862,0.995,0.95527,0.30185,0.21644,0.76959,9.95e-06,9.95e-06,9.95e-06
