epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,340.893,0.34717,0.22338,0.82359,0.93749,0.93819,0.96484,0.87643,0.42309,0.44806,0.85021,0.00026735,0.00026735,0.00026735
49,348.119,0.3522,0.22151,0.8224,0.92857,0.93348,0.94804,0.87583,0.37092,0.46986,0.82418,0.0002624,0.0002624,0.0002624
50,355.275,0.33507,0.21829,0.82313,0.96276,0.9081,0.96792,0.8929,0.40826,0.32244,0.83676,0.00025745,0.00025745,0.00025745
51,362.338,0.32004,0.2165,0.81216,0.92141,0.92842,0.96444,0.88021,0.43208,0.40025,0.8532,0.0002525,0.0002525,0.0002525
52,369.495,0.31817,0.21409,0.81308,0.90617,0.93211,0.9674,0.87658,0.44661,0.37061,0.85917,0.00024755,0.00024755,0.00024755
53,376.419,0.32127,0.2147,0.82146,0.94604,0.89666,0.96702,0.88255,0.39785,0.35658,0.83751,0.0002426,0.0002426,0.0002426
54,383.449,0.31397,0.21605,0.81286,0.92896,0.94154,0.97007,0.89495,0.38481,0.31738,0.83313,0.00023765,0.00023765,0.00023765
55,390.597,0.30594,0.19977,0.80945,0.93909,0.94415,0.94927,0.88109,0.38352,0.42999,0.82777,0.0002327,0.0002327,0.0002327
56,397.844,0.30688,0.19558,0.80411,0.93795,0.92696,0.95676,0.8991,0.33743,0.4177,0.81535,0.00022775,0.00022775,0.00022775
57,404.813,0.3294,0.19881,0.81651,0.93898,0.8952,0.95522,0.88908,0.34457,0.42747,0.81059,0.0002228,0.0002228,0.0002228
58,411.717,0.30615,0.18759,0.80637,0.94325,0.89837,0.98146,0.92417,0.34309,0.39509,0.81604,0.00021785,0.00021785,0.00021785
59,418.82,0.29876,0.18226,0.8068,0.93957,0.90525,0.96851,0.92016,0.31871,0.38885,0.81144,0.0002129,0.0002129,0.0002129
60,425.799,0.2914,0.1801,0.80053,0.94829,0.92563,0.96948,0.91088,0.36206,0.3089,0.82132,0.00020795,0.00020795,0.00020795
61,432.711,0.28293,0.17963,0.79924,0.95688,0.9208,0.97156,0.92751,0.31212,0.28787,0.80902,0.000203,0.000203,0.000203
62,439.971,0.29357,0.17835,0.80698,0.9506,0.93486,0.96899,0.90688,0.35867,0.35598,0.82836,0.00019805,0.00019805,0.00019805
63,447.008,0.30014,0.17939,0.79695,0.95076,0.9261,0.97643,0.9308,0.31212,0.33314,0.8124,0.0001931,0.0001931,0.0001931
64,454.097,0.28185,0.17118,0.79903,0.94631,0.9245,0.97893,0.92698,0.32787,0.32142,0.82063,0.00018815,0.00018815,0.00018815
65,461.2,0.27485,0.16947,0.79889,0.95049,0.93006,0.98577,0.92967,0.3388,0.31319,0.82012,0.0001832,0.0001832,0.0001832
66,468.229,0.25654,0.16289,0.7933,0.94811,0.9149,0.96984,0.92245,0.33188,0.38196,0.81807,0.00017825,0.00017825,0.00017825
67,475.172,0.25128,0.166,0.79993,0.93793,0.9497,0.98726,0.92983,0.3529,0.35151,0.82226,0.0001733,0.0001733,0.0001733
68,482.524,0.26162,0.16718,0.79294,0.95459,0.91311,0.97893,0.93204,0.31415,0.29004,0.81415,0.00016835,0.00016835,0.00016835
69,489.826,0.25577,0.16663,0.79473,0.92662,0.94735,0.97573,0.92989,0.31534,0.29859,0.81352,0.0001634,0.0001634,0.0001634
70,496.91,0.2462,0.16184,0.78753,0.95884,0.93057,0.9769,0.91051,0.33869,0.31239,0.82219,0.00015845,0.00015845,0.00015845
71,503.857,0.24052,0.1561,0.79281,0.96158,0.9417,0.9831,0.92356,0.3257,0.30166,0.81713,0.0001535,0.0001535,0.0001535
72,511.051,0.23568,0.15533,0.79149,0.91252,0.97268,0.98042,0.91724,0.34797,0.31762,0.82218,0.00014855,0.00014855,0.00014855
73,517.915,0.24027,0.15182,0.78306,0.94199,0.93396,0.9825,0.91657,0.36199,0.35237,0.82356,0.0001436,0.0001436,0.0001436
74,525.061,0.23237,0.15482,0.78588,0.93588,0.94226,0.9825,0.93981,0.299,0.31824,0.80511,0.00013865,0.00013865,0.00013865
75,532.109,0.21937,0.14815,0.78464,0.94582,0.9475,0.98458,0.93498,0.31125,0.27807,0.81124,0.0001337,0.0001337,0.0001337
76,539.084,0.2222,0.14617,0.78581,0.92629,0.95291,0.97952,0.9366,0.30837,0.29521,0.81091,0.00012875,0.00012875,0.00012875
77,546.83,0.22661,0.14795,0.79143,0.9516,0.93181,0.97911,0.91635,0.33888,0.31699,0.82167,0.0001238,0.0001238,0.0001238
78,553.848,0.21857,0.14648,0.78377,0.94805,0.95653,0.97893,0.91898,0.33348,0.29561,0.81971,0.00011885,0.00011885,0.00011885
79,560.756,0.22001,0.14383,0.78861,0.94472,0.95749,0.97481,0.90533,0.33998,0.29031,0.82478,0.0001139,0.0001139,0.0001139
80,567.766,0.20493,0.13793,0.77335,0.92892,0.95822,0.9763,0.92029,0.31575,0.29402,0.81377,0.00010895,0.00010895,0.00010895
81,574.764,0.20529,0.13861,0.7843,0.94687,0.94433,0.9825,0.92234,0.33823,0.30735,0.81526,0.000104,0.000104,0.000104
82,581.874,0.20469,0.13883,0.77508,0.9319,0.95692,0.98875,0.94353,0.30847,0.28067,0.80963,9.905e-05,9.905e-05,9.905e-05
83,588.906,0.2062,0.13802,0.78649,0.93089,0.95465,0.98875,0.94083,0.31911,0.3019,0.81182,9.41e-05,9.41e-05,9.41e-05
84,595.888,0.20345,0.1358,0.78633,0.93583,0.94805,0.98077,0.93274,0.29403,0.30014,0.80594,8.915e-05,8.915e-05,8.915e-05
85,602.99,0.18567,0.12982,0.77916,0.92751,0.95855,0.97893,0.93238,0.30572,0.29778,0.81007,8.42e-05,8.42e-05,8.42e-05
86,610.002,0.1915,0.13329,0.77779,0.93784,0.95253,0.97893,0.92376,0.33786,0.33883,0.81826,7.925e-05,7.925e-05,7.925e-05
87,616.982,0.18582,0.12948,0.77158,0.94281,0.95169,0.97685,0.93205,0.31005,0.33565,0.8098,7.43e-05,7.43e-05,7.43e-05
88,623.93,0.1839,0.12806,0.77948,0.95008,0.9542,0.9831,0.93091,0.31829,0.32412,0.81097,6.935e-05,6.935e-05,6.935e-05
89,630.929,0.17861,0.12536,0.78069,0.95405,0.94758,0.98518,0.9363,0.3171,0.31877,0.80999,6.44e-05,6.44e-05,6.44e-05
90,637.901,0.17428,0.12528,0.77618,0.95106,0.94905,0.9831,0.91958,0.3513,0.31147,0.82269,5.945e-05,5.945e-05,5.945e-05
91,672.971,0.16277,0.11845,0.76811,0.93973,0.95748,0.98101,0.92283,0.32601,0.3083,0.81215,5.45e-05,5.45e-05,5.45e-05
92,679.917,0.16408,0.11938,0.7708,0.94154,0.95289,0.98101,0.92633,0.32876,0.32568,0.81476,4.955e-05,4.955e-05,4.955e-05
93,686.96,0.15976,0.1164,0.77071,0.94739,0.94494,0.97893,0.93067,0.31007,0.33971,0.81008,4.46e-05,4.46e-05,4.46e-05
94,693.89,0.15847,0.11688,0.7725,0.94794,0.94428,0.97685,0.92629,0.31071,0.35101,0.81074,3.965e-05,3.965e-05,3.965e-05
95,701.028,0.15662,0.11664,0.77816,0.94733,0.94606,0.98101,0.93689,0.29809,0.33647,0.80632,3.47e-05,3.47e-05,3.47e-05
96,708.381,0.15073,0.11329,0.77361,0.94278,0.94889,0.98101,0.9344,0.30523,0.32932,0.80991,2.975e-05,2.975e-05,2.975e-05
97,715.486,0.15036,0.11272,0.78081,0.94812,0.94295,0.98101,0.93237,0.31047,0.33224,0.81175,2.48e-05,2.48e-05,2.48e-05
98,722.368,0.14496,0.10904,0.77842,0.94584,0.94499,0.97893,0.93242,0.30376,0.32171,0.8099,1.985e-05,1.985e-05,1.985e-05
99,729.402,0.1492,0.11117,0.77222,0.94419,0.94666,0.97893,0.92858,0.30033,0.31306,0.80931,1.49e-05,1.49e-05,1.49e-05
100,736.459,0.14588,0.10989,0.76948,0.9423,0.9478,0.9831,0.93245,0.30181,0.30943,0.81043,9.95e-06,9.95e-06,9.95e-06
