epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,138.296,0.49783,0.42903,0.87867,0.8917,0.96618,0.97251,0.83807,0.64276,0.42318,0.95348,0.0004109,0.0004109,0.0004109
20,145.39,0.51953,0.45055,0.88863,0.85587,0.89406,0.95443,0.77272,0.81692,0.66496,1.04873,0.00040595,0.00040595,0.00040595
21,152.484,0.50279,0.47482,0.88434,0.85353,0.91541,0.95362,0.7888,0.75384,0.59174,1.02127,0.000401,0.000401,0.000401
22,159.553,0.52326,0.47673,0.88431,0.85074,0.92673,0.96597,0.80485,0.75853,0.63186,1.00973,0.00039605,0.00039605,0.00039605
23,166.773,0.48026,0.42236,0.88521,0.92241,0.92155,0.97595,0.82658,0.68046,0.45373,0.96659,0.0003911,0.0003911,0.0003911
24,174.118,0.50905,0.37958,0.88205,0.87798,0.95118,0.93809,0.86388,0.44508,0.42418,0.88396,0.00038615,0.00038615,0.00038615
25,181.464,0.47678,0.34691,0.86413,0.95947,0.90755,0.9799,0.88588,0.46775,0.40848,0.89305,0.0003812,0.0003812,0.0003812
26,188.814,0.46092,0.34065,0.86755,0.91232,0.95319,0.98369,0.89014,0.46531,0.3641,0.88823,0.00037625,0.00037625,0.00037625
27,196.157,0.46913,0.34017,0.86535,0.94241,0.97362,0.98577,0.9,0.43243,0.35487,0.89046,0.0003713,0.0003713,0.0003713
28,203.47,0.43389,0.32584,0.84342,0.8626,0.93516,0.97043,0.82262,0.6534,0.45444,0.95774,0.00036635,0.00036635,0.00036635
29,210.642,0.44825,0.32104,0.85488,0.89668,0.93516,0.96851,0.85361,0.56608,0.40681,0.93646,0.0003614,0.0003614,0.0003614
30,218.102,0.46178,0.32317,0.86765,0.90957,0.89505,0.96369,0.8032,0.67853,0.43683,0.97861,0.00035645,0.00035645,0.00035645
31,225.405,0.4595,0.31735,0.85878,0.92969,0.96697,0.9831,0.88533,0.51021,0.33486,0.90239,0.0003515,0.0003515,0.0003515
32,232.679,0.447,0.3112,0.8642,0.88118,0.97379,0.97839,0.86711,0.51526,0.39134,0.9124,0.00034655,0.00034655,0.00034655
33,239.728,0.42144,0.29673,0.84098,0.89147,0.93973,0.95785,0.84282,0.6139,0.40682,0.93761,0.0003416,0.0003416,0.0003416
34,246.818,0.44077,0.29319,0.85683,0.86564,0.93683,0.97869,0.88914,0.49248,0.44374,0.90628,0.00033665,0.00033665,0.00033665
35,254.081,0.41313,0.2792,0.8438,0.92551,0.93482,0.98179,0.85112,0.59506,0.43808,0.94003,0.0003317,0.0003317,0.0003317
36,261.373,0.41133,0.28354,0.83783,0.90218,0.94062,0.98476,0.86689,0.5357,0.37468,0.93627,0.00032675,0.00032675,0.00032675
37,268.473,0.41096,0.28457,0.84551,0.90025,0.97761,0.97264,0.85474,0.5599,0.35046,0.93683,0.0003218,0.0003218,0.0003218
38,275.686,0.39714,0.29318,0.84529,0.91529,0.89705,0.96896,0.82837,0.60606,0.48418,0.95562,0.00031685,0.00031685,0.00031685
39,282.73,0.40268,0.26739,0.84189,0.90588,0.8944,0.97859,0.89619,0.42805,0.44798,0.88425,0.0003119,0.0003119,0.0003119
40,289.983,0.3877,0.26461,0.8299,0.89064,0.97119,0.97344,0.88872,0.43953,0.34248,0.88918,0.00030695,0.00030695,0.00030695
41,297.156,0.38018,0.25856,0.83472,0.94675,0.90433,0.96661,0.88804,0.40219,0.34614,0.86855,0.000302,0.000302,0.000302
42,304.678,0.35324,0.24205,0.81537,0.91564,0.95297,0.97836,0.88584,0.4858,0.35448,0.89758,0.00029705,0.00029705,0.00029705
43,311.884,0.37671,0.24176,0.8295,0.97079,0.93509,0.98893,0.93305,0.3622,0.25971,0.85794,0.0002921,0.0002921,0.0002921
44,319.203,0.37855,0.24456,0.8361,0.96346,0.94161,0.98786,0.91381,0.41545,0.27457,0.87731,0.00028715,0.00028715,0.00028715
45,326.404,0.37764,0.22995,0.82477,0.96957,0.96084,0.97417,0.89264,0.4524,0.27098,0.89587,0.0002822,0.0002822,0.0002822
46,333.774,0.39081,0.24138,0.83515,0.91474,0.93169,0.96959,0.87026,0.47433,0.34237,0.90677,0.00027725,0.00027725,0.00027725
47,340.975,0.38851,0.23987,0.82641,0.92548,0.92371,0.97924,0.92276,0.34688,0.30184,0.85838,0.0002723,0.0002723,0.0002723
48,348.454,0.35547,0.22784,0.81739,0.94061,0.90875,0.98268,0.89322,0.45531,0.32274,0.88313,0.00026735,0.00026735,0.00026735
49,355.465,0.39052,0.2421,0.82476,0.89837,0.9564,0.96893,0.89094,0.44841,0.36462,0.88399,0.0002624,0.0002624,0.0002624
50,362.515,0.34075,0.23352,0.81581,0.9101,0.91633,0.94679,0.88124,0.38799,0.38128,0.87076,0.00025745,0.00025745,0.00025745
51,369.718,0.33368,0.21938,0.81202,0.90812,0.94436,0.98327,0.92044,0.38158,0.32001,0.86563,0.0002525,0.0002525,0.0002525
52,376.847,0.32648,0.21774,0.80846,0.86378,0.95487,0.96896,0.88361,0.4445,0.39379,0.88668,0.00024755,0.00024755,0.00024755
53,384.07,0.36287,0.21896,0.82709,0.92608,0.94089,0.97,0.89927,0.38758,0.31349,0.87245,0.0002426,0.0002426,0.0002426
54,391.202,0.35084,0.21749,0.82148,0.95048,0.93818,0.97536,0.92084,0.39403,0.25879,0.8651,0.00023765,0.00023765,0.00023765
55,398.676,0.35664,0.22233,0.81599,0.93228,0.94145,0.98643,0.90435,0.42439,0.28949,0.8862,0.0002327,0.0002327,0.0002327
56,405.819,0.35687,0.21488,0.82993,0.93565,0.96305,0.98685,0.92451,0.37758,0.26981,0.86881,0.00022775,0.00022775,0.00022775
57,413.431,0.32048,0.19751,0.81202,0.94517,0.96249,0.99143,0.94731,0.33425,0.2346,0.85456,0.0002228,0.0002228,0.0002228
58,420.825,0.30716,0.19607,0.80032,0.96619,0.9555,0.98893,0.93135,0.37135,0.22878,0.86298,0.00021785,0.00021785,0.00021785
59,428.21,0.29822,0.19803,0.79947,0.96488,0.95693,0.98786,0.92547,0.37136,0.23237,0.86399,0.0002129,0.0002129,0.0002129
60,435.517,0.32056,0.20489,0.82182,0.94964,0.96494,0.98786,0.93932,0.37386,0.23016,0.86513,0.00020795,0.00020795,0.00020795
61,442.703,0.30685,0.19377,0.79924,0.93886,0.96079,0.98429,0.91381,0.39573,0.24882,0.87216,0.000203,0.000203,0.000203
62,449.997,0.28253,0.18384,0.79846,0.94222,0.9574,0.98429,0.86752,0.53821,0.27996,0.92678,0.00019805,0.00019805,0.00019805
63,457.241,0.28019,0.17879,0.80136,0.93631,0.95316,0.98429,0.91495,0.39702,0.27501,0.88363,0.0001931,0.0001931,0.0001931
64,464.524,0.30103,0.18642,0.80937,0.90084,0.9608,0.98071,0.90172,0.42999,0.28672,0.88712,0.00018815,0.00018815,0.00018815
65,471.731,0.30757,0.18564,0.80539,0.89946,0.95661,0.97781,0.91818,0.37759,0.28871,0.86892,0.0001832,0.0001832,0.0001832
66,479.053,0.27835,0.17418,0.8046,0.93655,0.95875,0.98161,0.9096,0.39562,0.27108,0.87405,0.00017825,0.00017825,0.00017825
67,486.319,0.26634,0.16866,0.79916,0.92775,0.96922,0.98473,0.90886,0.38931,0.24975,0.86948,0.0001733,0.0001733,0.0001733
68,493.451,0.27151,0.16981,0.78784,0.95543,0.95022,0.98786,0.94546,0.35084,0.24641,0.85806,0.00016835,0.00016835,0.00016835
69,500.446,0.27519,0.17133,0.7944,0.96311,0.95476,0.98935,0.92563,0.38689,0.24214,0.87323,0.0001634,0.0001634,0.0001634
70,507.782,0.2595,0.16415,0.78871,0.9615,0.95491,0.99143,0.93788,0.34796,0.22916,0.85932,0.00015845,0.00015845,0.00015845
71,514.976,0.24989,0.16534,0.7967,0.95435,0.91953,0.97952,0.93211,0.33311,0.275,0.89558,0.0001535,0.0001535,0.0001535
72,522.044,0.25095,0.16067,0.78826,0.96237,0.96189,0.98935,0.94845,0.34844,0.23284,0.87133,0.00014855,0.00014855,0.00014855
73,529.379,0.24476,0.15879,0.79193,0.9492,0.96367,0.98518,0.91215,0.43278,0.25422,0.88873,0.0001436,0.0001436,0.0001436
74,536.508,0.26287,0.16766,0.7949,0.9572,0.97526,0.98935,0.94089,0.35142,0.22748,0.86704,0.00013865,0.00013865,0.00013865
75,543.596,0.24069,0.15584,0.79618,0.94537,0.98024,0.98935,0.94138,0.34182,0.22668,0.86744,0.0001337,0.0001337,0.0001337
76,550.793,0.23793,0.1543,0.79884,0.95458,0.9736,0.99143,0.93298,0.37488,0.2306,0.87637,0.00012875,0.00012875,0.00012875
77,558.084,0.23395,0.1529,0.78962,0.89613,0.99533,0.98429,0.92767,0.3849,0.2303,0.87251,0.0001238,0.0001238,0.0001238
78,565.626,0.22757,0.14987,0.78379,0.91887,0.99682,0.98875,0.94191,0.35943,0.20945,0.87057,0.00011885,0.00011885,0.00011885
79,572.71,0.21799,0.15297,0.78421,0.95916,0.98351,0.99083,0.94564,0.34361,0.19738,0.85646,0.0001139,0.0001139,0.0001139
80,579.993,0.22842,0.15321,0.77243,0.97222,0.9819,0.98875,0.94011,0.35379,0.2102,0.85947,0.00010895,0.00010895,0.00010895
81,587.242,0.22222,0.15429,0.78836,0.95941,0.9457,0.98893,0.9237,0.39535,0.23402,0.87006,0.000104,0.000104,0.000104
82,594.383,0.21598,0.14411,0.7834,0.91687,0.97991,0.98473,0.91857,0.38621,0.24037,0.87177,9.905e-05,9.905e-05,9.905e-05
83,601.606,0.21128,0.14271,0.76954,0.91471,0.9758,0.98473,0.93822,0.35989,0.23128,0.85952,9.41e-05,9.41e-05,9.41e-05
84,609.041,0.21533,0.14308,0.78136,0.9316,0.95125,0.98473,0.94008,0.34781,0.22665,0.85803,8.915e-05,8.915e-05,8.915e-05
85,616.213,0.1956,0.13601,0.7803,0.9297,0.97251,0.98643,0.94392,0.33358,0.20998,0.85374,8.42e-05,8.42e-05,8.42e-05
86,623.51,0.20529,0.13933,0.77948,0.95427,0.96123,0.98643,0.9386,0.33111,0.20435,0.85493,7.925e-05,7.925e-05,7.925e-05
87,630.621,0.20371,0.13744,0.78211,0.95577,0.95745,0.98643,0.9378,0.34695,0.20665,0.8588,7.43e-05,7.43e-05,7.43e-05
88,637.711,0.1962,0.13473,0.77904,0.94538,0.96932,0.98643,0.93182,0.35624,0.20143,0.86221,6.935e-05,6.935e-05,6.935e-05
89,645.088,0.18905,0.13088,0.77802,0.95059,0.96252,0.98643,0.92939,0.37651,0.21342,0.86801,6.44e-05,6.44e-05,6.44e-05
90,652.391,0.17905,0.12881,0.77623,0.94284,0.98693,0.98875,0.93997,0.34683,0.20278,0.8603,5.945e-05,5.945e-05,5.945e-05
91,687.516,0.18029,0.12627,0.76988,0.94793,0.96926,0.98875,0.94907,0.34095,0.19478,0.85952,5.45e-05,5.45e-05,5.45e-05
92,694.813,0.1754,0.12352,0.76671,0.94952,0.96617,0.98643,0.94656,0.34121,0.19445,0.85693,4.955e-05,4.955e-05,4.955e-05
93,701.939,0.17857,0.12612,0.77263,0.91434,0.98835,0.98786,0.95391,0.32921,0.19111,0.85494,4.46e-05,4.46e-05,4.46e-05
94,709.122,0.16996,0.12159,0.76666,0.9509,0.96736,0.98643,0.94886,0.33064,0.19109,0.85612,3.965e-05,3.965e-05,3.965e-05
95,716.384,0.16321,0.11784,0.78063,0.9338,0.98666,0.98473,0.94359,0.33646,0.19464,0.85879,3.47e-05,3.47e-05,3.47e-05
96,723.679,0.17029,0.12045,0.76346,0.93275,0.99313,0.98473,0.94931,0.32811,0.1933,0.85617,2.975e-05,2.975e-05,2.975e-05
97,730.999,0.16406,0.11792,0.78276,0.954,0.96232,0.98643,0.95035,0.32347,0.19171,0.85534,2.48e-05,2.48e-05,2.48e-05
98,738.042,0.16376,0.11942,0.76962,0.9534,0.96098,0.98643,0.94565,0.32521,0.19191,0.85541,1.985e-05,1.985e-05,1.985e-05
99,745.259,0.15856,0.11657,0.77546,0.9539,0.96026,0.98643,0.94941,0.32851,0.19166,0.85577,1.49e-05,1.49e-05,1.49e-05
100,752.58,0.15441,0.11517,0.78308,0.95842,0.95848,0.98893,0.95078,0.33032,0.19074,0.85594,9.95e-06,9.95e-06,9.95e-06
